NUMBER_1,X_WORLD_1,Y_WORLD_1,XWIN_WORLD_1,YWIN_WORLD_1,X_IMAGE_1,Y_IMAGE_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO (V),MAGERR_ISO (V),FLUX_AUTO_1,FLUXERR_AUTO_1,FLUX_MAX_1,ISOAREA_IMAGE_1,CXX_IMAGE_1,CYY_IMAGE_1,CXY_IMAGE_1,A_IMAGE_1,THETA_IMAGE_1,FLAGS_1,ELONGATION_1,ELLIPTICITY_1,NUMBER_2,X_WORLD_2,Y_WORLD_2,XWIN_WORLD_2,YWIN_WORLD_2,X_IMAGE_2,Y_IMAGE_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO (B),MAGERR_ISO (B),FLUX_AUTO_2,FLUXERR_AUTO_2,FLUX_MAX_2,ISOAREA_IMAGE_2,CXX_IMAGE_2,CYY_IMAGE_2,CXY_IMAGE_2,A_IMAGE_2,THETA_IMAGE_2,FLAGS_2,ELONGATION_2,ELLIPTICITY_2,Separation
1,91.69710058,24.31799396,91.69707875,24.31798573,120.051544,86.3859,976363.5,1075.8163,11.425971,0.00119662,948028.25,1005.78705,66672.48,639,0.17132479,0.14928578,-0.009760307,2.597153,78.056564,2,1.0782316,0.07255548,37,91.69710083,24.31799374,91.69707873,24.31798564,120.05295,86.387344,968309.7,1044.2589,11.434964,0.00117118,941662.4,998.2844,66672.48,462,0.18988794,0.17411123,-0.005499416,2.3997607,80.39127,2,1.0470039,0.04489374,0.001145362
2,91.68629642,23.94085817,91.68631832,23.9408871,2503.7644,32.070274,19118.783,209.32008,15.696349,0.011889963,19186.502,229.24338,1493.2152,82,0.3128311,0.32496864,0.16681926,2.0616596,-42.919285,0,1.3080251,0.23548865,30,91.68632169,23.94088091,91.68631831,23.94088715,2503.6204,32.21581,17869.43,179.77565,15.769723,0.010925719,18829,211.13033,1493.2152,55,0.440467,0.4505515,0.0856507,1.57644,-41.642456,0,1.1019647,0.09252989,0.116710945
3,91.68631751,24.12263635,91.68631426,24.12263185,1354.925,28.379929,52152.484,297.33563,14.6068125,0.006191584,52513.387,298.38248,4288.7017,131,0.27951366,0.27752405,-0.021517638,1.9326996,47.641407,3,1.039576,0.038069367,2,91.68631751,24.12263635,91.68631422,24.12263177,1354.925,28.379929,51370.99,279.587,14.623205,0.005910563,52365.93,291.45117,4288.7017,102,0.3097262,0.31586745,0.023352874,1.8235446,-37.63308,3,1.0393728,0.037881374,0
4,91.68536303,24.12181781,91.68536068,24.12181417,1360.1165,22.891523,33005.14,245.6186,15.103545,0.008081826,34277.22,259.57758,2846.5195,96,0.30966792,0.3227139,-0.05009553,1.855969,37.701553,3,1.0855025,0.07876766,3,91.68536303,24.12181781,91.68535989,24.12181391,1360.1165,22.891523,31428.768,224.37679,15.156681,0.00775319,33187.566,243.84427,2846.5195,72,0.36392128,0.39719656,-0.025314389,1.6674682,18.631147,3,1.0565275,0.053503096,0
5,91.68647212,24.26328095,91.68645259,24.26326762,466.0463,26.321192,13368.239,177.4718,16.084814,0.014417334,13551.548,196.90889,1249.0305,63,0.4003379,0.39926356,0.00162701,1.5834645,-61.71884,0,1.0024413,0.002435386,24,91.68646365,24.26327185,91.68645249,24.26326755,466.10394,26.272533,12745.513,160.87804,16.136606,0.013707847,13442.841,193.2635,1249.0305,49,0.5010318,0.443972,-0.050451387,1.5172093,69.2587,0,1.084125,0.07759714,0.042977287
6,91.68563706,24.13736219,91.68559659,24.13732759,1261.8708,24.146648,18659.344,211.97124,15.722758,0.012337023,19130.494,239.76715,1265.9958,90,0.27374187,0.29709753,0.12700893,2.1278982,-39.790146,0,1.2588617,0.20563155,4,91.68563592,24.13737041,91.68559652,24.13732751,1261.819,24.139904,17782.428,190.88184,15.775022,0.011657445,19032.428,235.69292,1265.9958,71,0.312451,0.36656186,0.16684538,1.9928144,-36.015606,0,1.3025244,0.23226011,0.029836781
7,91.68404868,23.86000129,91.68407957,23.86004453,3014.8286,20.77416,3178.196,124.604385,17.644548,0.042577725,3495.2678,178.52039,194.64203,43,0.40033528,0.40305215,0.3866661,2.1907716,-44.798714,0,1.6899236,0.4082573,26,91.68407477,23.86004393,91.68407991,23.86004574,3014.5586,20.924046,2245.5276,91.03951,18.021704,0.04402926,3477.485,177.733,194.64203,23,0.62180525,0.81042004,0.45220754,1.4569006,-33.679546,0,1.4282796,0.29985702,0.175887535
8,91.68515879,24.30025637,91.68515907,24.30025462,232.38445,17.980524,26191.47,236.38814,15.3546,0.009801569,26317.162,243.76312,2015.4634,98,0.3115836,0.3011318,-0.008694449,1.8270822,70.12213,0,1.0224404,0.02194792,5,91.68515584,24.30025835,91.68515905,24.30025454,232.37196,17.963491,24886.963,208.66339,15.410069,0.009105508,25960.951,232.53491,2015.4634,70,0.3703567,0.39126414,-0.008064711,1.644866,10.546666,0,1.0298686,0.029002309,0.012027766
9,91.68403911,23.97031111,91.68403657,23.97033353,2317.6643,18.416725,2906.9897,111.19836,17.74139,0.04154174,3199.8977,148.71472,272.52432,30,0.47233516,0.6044098,0.097585835,1.4804424,-18.22977,0,1.1661528,0.14247942,23,91.68403675,23.97032446,91.68403662,23.97033349,2317.58,18.402826,2375.548,87.3501,17.96059,0.039932765,3186.4583,151.29707,272.52432,19,0.71722025,0.93373847,0.112247914,1.1922203,-13.701619,0,1.1604548,0.13826883,0.048682419
10,91.68434584,24.28040272,91.68432668,24.28039466,357.87628,13.712462,58627.656,327.06113,14.479743,0.006058376,57627.246,313.60733,4624.049,162,0.24471171,0.2514927,0.024431076,2.0609803,-37.243816,0,1.0524721,0.049856126,6,91.68434075,24.28040363,91.68432666,24.28039462,357.87064,13.68313,56119.613,291.12985,14.527213,0.005633806,56573.438,297.70093,4624.049,109,0.3186604,0.31786495,-6.47E-04,1.7740144,70.44888,0,1.0016117,0.001609087,0.017015986
11,91.68377039,24.02214652,91.68372284,24.02208074,1990.069,15.783761,3243.096,115.00709,17.6226,0.038511872,3331.5312,156.04326,306.49634,29,0.45657656,0.8875233,0.8515592,2.265409,-31.578747,0,2.428585,0.58823764,7,91.68376725,24.02213484,91.6837224,24.02208018,1990.1428,15.765889,2940.6548,96.156364,17.72889,0.035511076,3332.9717,139.13724,306.49634,22,0.6237256,1.1799209,1.157142,1.9615895,-32.164062,0,2.4372385,0.5896995,0.043312063
12,91.68295468,23.90119941,91.68295217,23.90121813,2754.4739,13.593123,6942.053,143.54001,16.79628,0.022455093,7417.862,180.66385,576.71124,46,0.40783525,0.4632877,0.10433157,1.6297691,-31.004631,0,1.1462246,0.12757063,8,91.68295837,23.90120721,91.6829521,23.90121825,2754.4246,13.614274,6477.7925,126.23739,16.871431,0.021163661,7259.259,169.71352,576.71124,36,0.55321264,0.5139198,0.11180463,1.4520043,-54.681824,0,1.1179682,0.10552019,0.030596329
13,91.6832995,24.0806346,91.68327481,24.08063717,1620.4333,11.846823,10796.271,171.6092,16.316814,0.017262219,11187.195,201.52507,864.6135,61,0.36827695,0.37589228,0.04906909,1.6969728,-40.589153,0,1.0691103,0.06464273,9,91.68328891,24.08063867,91.68327471,24.08063712,1620.4078,11.785666,10064.769,149.70914,16.39299,0.016153786,11136.274,198.1106,864.6135,47,0.44944182,0.48400757,0.04103122,1.5077288,-24.944183,0,1.0592263,0.05591464,0.037744053
14,91.68222971,24.13384553,91.682147,24.1338881,1284.1609,4.567997,38570.82,387.93234,14.934353,0.010922623,44397.57,572.8352,611.88965,389,0.015653191,0.09808301,0.00254146,7.9977975,-0.88298637,24,2.5050168,0.6008011,14,91.68209626,24.1337961,91.68214618,24.13388875,1284.4758,3.799374,31584.656,306.7786,15.151309,0.010548209,43005.4,512.74347,611.88965,238,0.023842104,0.17497717,-0.001648541,6.476922,0.31247115,24,2.7093492,0.63090765,0.473146311
15,91.68363377,24.21740421,91.68361503,24.21740509,756.0429,10.923788,11607.829,170.14009,16.238123,0.01591789,11816.646,190.39442,1101.4524,56,0.46951002,0.34483716,-0.016749697,1.7042996,86.17409,16,1.168496,0.14419907,11,91.68362551,24.21740269,91.683615,24.21740508,756.0526,10.876237,11011.941,151.11105,16.29534,0.014902604,11675.07,185.82817,1101.4524,45,0.5254625,0.4683322,0.037708618,1.4701577,-73.286674,0,1.0714252,0.06666368,0.027650772
18,91.68361492,24.12057109,91.6836154,24.12057609,1368.029,12.834139,1995.5883,100.69782,18.149822,0.0547998,2603.6484,157.07487,210.2385,23,0.6807562,0.50067484,0.040720556,1.4164795,-83.62919,0,1.1706579,0.14577949,10,91.68359523,24.12057713,91.68361544,24.12057588,1367.9913,12.720461,1630.0767,78.079414,18.36948,0.05201856,2642.5354,167.71053,210.2385,17,0.9123664,0.92762136,-0.008457828,1.0475527,14.502688,0,1.0095252,0.009435296,0.068231547
19,91.68263562,23.9526389,91.6826241,23.95270436,2429.38,10.67932,6093.0337,147.83948,16.937916,0.026350366,6635.3574,190.58656,478.0296,46,0.2562541,0.4672591,0.019601157,1.9771966,-2.6536095,16,1.3521962,0.2604624,12,91.68261907,23.95269692,91.68262353,23.95270593,2429.0134,10.582527,5231.2812,115.65355,17.10348,0.024009367,6161.057,174.16005,478.0296,30,0.6079465,0.605144,0.14779758,1.370206,-45.54314,0,1.1302807,0.11526406,0.215850904
21,91.68236198,24.03827285,91.68233518,24.03827584,1888.1774,7.3182044,29354.607,239.17235,15.230809,0.008848395,29596.633,246.69994,2563.3318,91,0.32205954,0.3192648,0.037380543,1.8199282,-47.137867,16,1.0602618,0.056836724,13,91.68235466,24.03827136,91.68233503,24.03827582,1888.1869,7.2759757,28563.08,220.8911,15.260487,0.008398525,29260.64,238.4255,2563.3318,77,0.37581864,0.36447942,0.043311853,1.6957357,-52.335506,16,1.0624225,0.05875486,0.024666976
24,91.68337376,24.23887549,91.68336602,24.23886253,620.3487,8.97773,6427.5986,145.39662,16.879877,0.024566052,6831.0225,193.82932,557.469,50,0.42131555,0.39057404,0.04960075,1.6291584,-60.89488,16,1.0746546,0.0694685,15,91.68337124,24.23886927,91.68336606,24.23886263,620.38806,8.963299,5850.931,124.78679,16.981937,0.02316186,6888.472,197.999,557.469,37,0.55530834,0.5022299,0.029270926,1.4163938,-75.562386,16,1.0590576,0.055764258,0.023877944
25,91.6833204,24.21204575,91.68331694,24.21204387,789.91437,9.229272,3338.81,113.12337,17.59102,0.03679514,3839.1274,162.58365,401.0667,28,0.5360295,0.6174128,-0.13653749,1.4181256,29.601448,16,1.1487668,0.12950128,16,91.68331034,24.21203195,91.68331675,24.21204393,790.0018,9.17157,3002.1077,93.712585,17.706434,0.033900138,3734.8115,155.6513,401.0667,22,0.7752923,0.8026248,-0.12898593,1.1760365,39.017902,0,1.0873623,0.080343366,0.059648288
26,91.68275961,24.14783579,91.6827693,24.14784732,1195.7325,7.333125,2392.1194,112.42055,17.953043,0.051037885,3410.5732,229.21622,212.63431,33,0.37477666,0.5440011,0.0330947,1.636984,-5.5327487,18,1.2091584,0.17297852,17,91.68276742,24.14787111,91.68275774,24.14783661,1195.5092,7.3774195,1730.5837,78.720406,18.304518,0.049399726,3708.991,221.72133,212.63431,17,1.0051322,0.8310897,-0.047271375,1.0990093,82.40229,16,1.1035525,0.09383559,0.129717092
28,91.68244573,24.27816179,91.68234843,24.27814806,372.0751,2.8125446,33706.766,236.72423,15.080707,0.00762703,33226.62,229.49562,2621.6504,80,0.35292724,0.41324833,-0.010730906,1.6844144,5.0435925,24,1.0834358,0.07701033,18,91.6824252,24.27815943,91.68234715,24.27814791,372.0904,2.694287,32790.77,219.15474,15.1106205,0.007258202,32967.23,224.87726,2621.6504,58,0.39340886,0.5304581,-0.028930703,1.5973978,5.9599867,24,1.1650805,0.1416902,0.067922693
31,91.68169236,24.09206229,91.6815878,24.09206607,1548.241,2.3363588,9443.783,146.72803,16.462135,0.016873179,9278.834,155.7374,1191.9521,41,0.4390276,0.60636044,-0.003197095,1.5092516,0.5472857,24,1.1752561,0.1491217,21,91.68166157,24.09207086,91.68158407,24.09206652,1548.1874,2.1585233,8876.899,128.43642,16.529346,0.015712913,9165.82,150.21576,1191.9521,29,0.52853197,0.8868419,0.07203746,1.3802006,-5.683826,24,1.3023907,0.23218125,0.105793481
32,91.6813339,23.94641238,91.68131924,23.94641844,2468.7566,3.2900965,3438.4873,113.56308,17.55908,0.03586737,3752.7705,153.15717,307.4602,33,0.5145567,0.5604565,0.09077579,1.4334853,-31.58853,24,1.099556,0.09054196,20,91.68130911,23.94640527,91.68131898,23.94641866,2468.802,3.1470177,2977.879,93.58323,17.715233,0.034128785,3715.8193,146.90504,307.4602,22,0.754778,0.7520821,0.15399244,1.2158811,-45.501476,24,1.1080128,0.09748334,0.085503968
33,91.68172118,24.07427461,91.68167559,24.07426282,1660.6586,2.8719761,6533.8447,136.4521,16.862078,0.022679906,6788.8706,162.76736,575.10364,43,0.39746764,0.5642146,-0.002436873,1.5861855,0.4186361,24,1.1914603,0.16069376,19,91.68171029,24.07426615,91.68167459,24.07426287,1660.7122,2.8093438,6008.934,117.858696,16.953007,0.021300707,6614.2944,152.20363,575.10364,30,0.5894061,0.6468219,0.13305219,1.3537539,-33.32921,24,1.1249768,0.111092806,0.046978475
37,91.68244545,24.31236002,91.68245134,24.31244514,155.93982,2.099707,1475.4343,86.70698,18.4777,0.063821055,1618.3235,133.81798,138.67159,20,0.33844453,1.2609836,0.4127605,1.8430867,-12.052299,24,2.1055183,0.52505755,22,91.68244092,24.31245285,91.68245027,24.31244721,155.35321,2.0716846,961.8142,62.062748,18.942272,0.070076056,1628.8058,134.83492,131.15247,11,1.0588351,1.783535,-0.5102025,1.0111623,17.57314,24,1.3806443,0.2757005,0.33451828
43,91.68617937,24.23209769,91.686149,24.23210062,663.1313,25.288183,2738.734,116.23443,17.806126,0.046090856,3247.2192,209.68913,196.48639,37,0.6248888,0.26053894,-0.07255121,1.9727192,84.36914,0,1.563889,0.3605684,25,91.68617953,24.23209733,91.68614693,24.23210091,663.1335,25.289093,2121.6987,90.35687,18.08329,0.046249527,3134.2087,183.33102,196.48639,23,1.0572593,0.36830056,-0.1921343,1.6779943,82.20873,0,1.7360584,0.4239825,0.001365949
44,91.68443158,24.08276304,91.68443693,24.08274801,1606.9602,18.334486,1664.1833,90.73202,18.346996,0.059209205,1918.3909,130.98251,160.0839,22,0.544206,0.87024987,0.039171588,1.3570211,-3.4253993,0,1.2667792,0.21059638,27,91.68445057,24.08275178,91.68443703,24.08274771,1607.0309,18.444271,1410.4125,74.926674,18.526634,0.057692602,1805.09,113.31162,160.0839,16,0.8280573,1.1481533,0.036174722,1.099606,-3.22388,0,1.1787716,0.15165919,0.074401985
48,91.68496404,24.111581,91.68494613,24.1115916,1424.8207,20.804152,1251.3383,83.85273,18.656563,0.07277334,1382.2662,130.94176,139.64319,20,0.7783724,0.74458,-0.12821007,1.1993634,52.38285,0,1.0912035,0.08358067,29,91.68495851,24.11156453,91.68494685,24.11159131,1424.9248,20.772596,826.77625,58.77093,19.10653,0.07719771,1439.4102,137.9926,139.64319,10,1.7784007,1.2193987,-0.003184539,0.9055823,89.8368,0,1.2076561,0.17194974,0.061995892
52,91.68605838,23.87613882,91.68605146,23.87615135,2912.7993,32.051823,5554.305,134.77791,17.038425,0.026352316,5842.515,185.68655,403.1277,43,0.4195733,0.43837786,0.08241096,1.6080766,-38.573147,0,1.1038953,0.094116986,31,91.68605103,23.87613041,91.68605153,23.876151,2912.8525,32.009552,5214.5527,120.0413,17.106956,0.025000198,5895.2944,177.14282,403.1277,35,0.4797317,0.5444678,0.090260714,1.4799604,-27.175716,0,1.1150277,0.103161216,0.038739808
54,91.68892802,23.93497329,91.68886125,23.93498602,2540.9065,47.395275,11436.733,180.15189,16.254244,0.017106716,11843.811,214.47147,919.90424,72,0.42628253,0.21941021,-0.030563086,2.140354,85.79799,0,1.3992829,0.28534824,39,91.6888734,23.93497374,91.68886044,23.93498661,2540.9048,47.07976,10286.354,149.57167,16.369347,0.015791293,11270.857,194.43776,919.90424,46,0.4919838,0.44671512,0.0427271,1.5106063,-68.3272,0,1.0686657,0.06425375,0.179724589
55,91.68787224,23.88607373,91.68786373,23.88608824,2849.9749,42.32549,19958.39,208.81476,15.649686,0.011362281,20155.559,226.75931,1394.915,83,0.3191577,0.34007558,0.046158575,1.8128617,-32.81059,0,1.0800688,0.0741331,34,91.68786377,23.88607776,91.6878637,23.88608837,2849.9495,42.276413,19131.484,188.8998,15.695628,0.01072291,19997.594,216.32268,1394.915,62,0.37038976,0.4072861,0.057284363,1.6789097,-28.607382,0,1.091817,0.08409554,0.031466391
56,91.68849085,24.13356621,91.68847322,24.13356833,1285.8068,40.685673,24156.227,223.39032,15.442427,0.010043037,24246.068,232.23685,2012.8052,85,0.32399455,0.35647106,0.027759867,1.7708942,-20.26137,0,1.0648873,0.06093353,32,91.68848326,24.13356351,91.68847311,24.13356833,1285.824,40.641964,23303.764,203.54793,15.481435,0.009485723,23958.285,222.94685,2012.8052,68,0.38592094,0.41348153,0.038634025,1.6308794,-27.248417,0,1.0612373,0.057703733,0.026754676
57,91.68584694,23.87418112,91.68585083,23.87417813,2925.176,30.870907,3663.8445,119.04969,17.490156,0.035287514,3997.2815,174.73543,295.89038,36,0.47159445,0.47381607,0.072543815,1.5137337,-44.122944,0,1.0799556,0.074036,33,91.68586342,23.87417085,91.68585084,23.87417812,2925.2407,30.96634,3184.079,100.07457,17.64254,0.034132626,3996.8767,155.6492,295.89038,26,0.59139735,0.6903352,0.15965459,1.3521495,-29.106762,0,1.1590524,0.13722622,0.065654177
60,91.68731777,24.05996598,91.68732904,24.05995933,1750.9822,35.466663,3359.773,114.370384,17.584225,0.03696864,3713.8333,172.40524,319.9745,33,0.5669043,0.49123958,0.0229976,1.4292561,-81.54692,0,1.0777512,0.072142065,35,91.68733394,24.05995605,91.68732915,24.05995928,1751.0447,35.560165,2973.7979,97.68272,17.71672,0.03567271,3677.2148,157.14702,319.9745,25,0.7652894,0.6501835,0.08802526,1.2546318,-71.29684,0,1.1081954,0.09763211,0.064047925
61,91.68634564,24.11603271,91.6863386,24.11603828,1396.6594,28.680658,1610.4702,90.43553,18.382618,0.060984045,2383.421,169.28049,125.23729,21,0.38396716,0.872139,-0.08868823,1.6222745,5.148431,3,1.5184822,0.34144765,28,91.68634564,24.11603271,91.68611529,24.11590749,1396.6594,28.680658,2415.9102,98.85443,17.942297,0.044437047,3515.4268,221.2844,136.3688,14,0.7851974,1.131997,0.262049,1.161487,-18.537724,2,1.2595217,0.20604783,0
64,91.6869276,23.89202752,91.68692095,23.89204175,2812.3647,36.74161,3487.0051,117.18901,17.543869,0.036497585,3795.274,178.62477,258.51324,37,0.51563066,0.46222597,0.10654409,1.5261598,-58.31104,0,1.1303045,0.115282595,36,91.68692496,23.89204901,91.68692099,23.89204156,2812.229,36.725876,2967.006,97.64794,17.719204,0.03574164,3829.341,181.63637,258.51324,25,0.7373285,0.58641165,0.09157682,1.3203624,-74.375244,0,1.1435697,0.1255452,0.077861399
65,91.68799011,24.03177075,91.687968,24.03178796,1929.163,39.94011,5877.7847,134.02655,16.976965,0.024763213,6380.038,180.70003,533.1669,41,0.45896423,0.47457302,0.025874382,1.4879705,-29.449694,0,1.0329103,0.031861782,38,91.68798304,24.03178074,91.68796768,24.03178824,1929.1,39.899063,5574.6245,120.4461,17.03446,0.023464264,6231.1094,171.32097,533.1669,34,0.54758906,0.57765067,0.056081254,1.372564,-30.903526,0,1.0582415,0.055036068,0.042832383
67,91.69082714,24.30629314,91.69080588,24.30628984,194.12318,50.503,17630.818,202.51743,15.784318,0.012474403,17819.648,220.35977,1374.4271,78,0.33109763,0.32865605,-0.026807308,1.7777456,47.602055,0,1.0416678,0.040001094,41,91.69081337,24.30630179,91.6908058,24.30628965,194.06879,50.423553,16590.506,179.14034,15.85035,0.01172637,17604.418,213.81288,1374.4271,58,0.39172432,0.42227513,-0.026189992,1.6077261,20.30258,0,1.0507197,0.048271477,0.054841669
69,91.68818201,24.15559413,91.68818293,24.15559219,1146.5963,38.44061,2226.4602,100.539536,18.030962,0.049040146,2546.0256,160.20546,240.13611,22,0.55087435,0.6966141,-0.054676373,1.3534353,10.282156,0,1.1336371,0.1178835,40,91.68818646,24.15560257,91.6881829,24.15559219,1146.5428,38.466072,1854.3217,77.83261,18.229536,0.045583364,2525.6584,149.97575,240.13611,16,0.9733369,0.9892722,-0.023359738,1.0168327,27.849699,0,1.0145134,0.014305711,0.033709956
70,91.69012231,24.14767983,91.69010631,24.14767001,1196.5774,49.79689,13028.953,179.46545,16.112726,0.014958952,13269.04,198.85045,1138.9225,62,0.39719883,0.3584333,0.025203789,1.6790799,-73.48485,0,1.0631843,0.05942923,1,91.69011114,24.14767469,91.69010629,24.14767001,1196.61,49.732582,13326.8955,171.32745,16.088177,0.013961362,13142,189.04051,1138.9225,51,0.4776461,0.4379345,0.031356864,1.520588,-70.85244,0,1.0568795,0.053818405,0.041088065
72,91.6881249,24.05323613,91.68814696,24.05324232,1793.4993,40.266212,1757.2092,94.07855,18.287941,0.058142938,2270.6165,198.94098,182.14127,24,0.5807718,0.7169984,0.008218601,1.3123316,-1.7262452,0,1.1113226,0.10017127,42,91.68813516,24.05323773,91.68814733,24.05324266,1793.489,40.325428,1334.5481,70.80037,18.586664,0.05761441,2078.678,162.82526,182.14127,14,1.0403181,1.0990361,0.05526015,0.9856349,-21.63115,0,1.0384276,0.037005544,0.034240454
77,91.69075478,24.22869961,91.69073643,24.22869949,684.5195,51.729008,10274.522,166.17564,16.370596,0.01756449,10628.6045,195.48578,871.47095,57,0.42713064,0.379463,0.107209004,1.7034204,-56.98553,0,1.1577759,0.136275,45,91.69075285,24.22870044,91.6907363,24.2286995,684.5143,51.717896,9432.616,141.21474,16.463419,0.016258396,10505.714,186.92004,871.47095,40,0.57143366,0.4901805,0.028182322,1.4317802,-80.435555,0,1.0845752,0.07797998,0.006989698
80,91.69270977,24.28726075,91.69268622,24.28724927,314.37292,61.751263,43592.164,283.5024,14.801478,0.00706282,43214.707,278.62454,3185.2957,125,0.3070312,0.26849395,-0.006718576,1.9309362,85.05524,0,1.0704458,0.06580973,44,91.69269751,24.28726042,91.69268619,24.28724923,314.37518,61.680676,41788.28,255.28568,14.847363,0.006634402,42574.363,268.32727,3185.2957,88,0.3641907,0.3399633,0.002754381,1.7152753,-86.75699,0,1.035249,0.034048796,0.040228744
81,91.68871155,23.95457781,91.68870847,23.95458795,2417.0093,45.731613,2712.6387,105.450584,17.81652,0.042216953,3007.536,144.47426,248.0162,28,0.6348464,0.54181314,0.122647196,1.3984171,-63.590954,0,1.1406317,0.123292804,43,91.68872466,23.95457723,91.68870859,23.95458749,2417.013,45.807346,2464.5972,90.799446,17.920635,0.040009864,3080.5286,150.0738,248.0162,22,0.7538924,0.76369333,0.144229,1.2069129,-43.056263,0,1.1002609,0.091124654,0.043181727
83,91.69018711,24.17513908,91.69017613,24.17514058,1023.0337,49.589977,6387.539,136.87804,16.886665,0.023271803,6604.8647,166.20119,610.5945,42,0.48384795,0.48204097,0.07419566,1.4976579,-45.697556,0,1.0800319,0.07410133,46,91.69018053,24.17513893,91.69017609,24.17514058,1023.0347,49.552044,6079.717,123.592384,16.94029,0.022076905,6605.969,164.61618,610.5945,35,0.53872085,0.60312265,0.09242947,1.3940142,-27.566242,0,1.1040456,0.09424031,0.021614616
84,91.69073336,24.14188461,91.69072082,24.14188257,1233.1913,53.44353,7563.669,146.5881,16.703169,0.021047283,7860.72,171.47635,720.0852,45,0.5004059,0.41862056,0.015452847,1.5469111,-84.65022,0,1.0950661,0.08681309,48,91.69072799,24.14188112,91.69072078,24.14188255,1233.2135,53.412636,7093.432,127.627556,16.772858,0.019539699,7842.9336,168.33138,720.0852,35,0.574075,0.57443076,0.008208009,1.324364,-43.759174,0,1.0071791,0.007128,0.021653746
90,91.69106178,23.94467683,91.6908518,23.94467792,2479.5383,59.51553,5229.0767,120.101776,17.103937,0.02494332,5157.334,151.73203,806.69415,20,1.4741489,0.21947135,-0.08285216,2.1412487,88.11099,2,2.6009917,0.61553127,47,91.6910482,23.94467927,91.69084817,23.94467993,2479.5232,59.437,5187.5796,113.16622,17.112587,0.023690917,5180.5005,149.1898,806.69415,17,1.6077498,0.23916398,-0.11597661,2.055372,87.57811,0,2.6081388,0.6165848,0.045553997
92,91.68936095,23.98697393,91.6893303,23.98683003,2212.2527,48.798466,2741.4402,86.43196,17.805052,0.034239344,2759.7898,111.716606,1414.5701,6,0.5747642,1.8866912,0.4708279,1.3687074,-9.871092,0,1.9003137,0.4737711,49,91.68936925,23.98698378,91.68933318,23.98683078,2212.1902,48.846172,3174.022,84.349815,17.645975,0.028860511,2753.139,109.3092,1414.5701,6,0.58626825,2.131816,0.43645605,1.3410491,-7.8847265,0,1.9718614,0.49286497,0.044750861
93,91.69335423,24.16903382,91.69337263,24.16902863,1061.5576,67.98073,1602.617,94.6515,18.387926,0.0641398,1829.3398,165.26834,159.06133,23,0.6422472,0.6962815,0.22706056,1.345268,-38.307064,0,1.1926429,0.16152608,66,91.69336262,24.16900662,91.6933727,24.16902902,1061.7294,68.029655,900.45087,59.39442,19.01385,0.07163338,1792.713,148.39983,159.06133,10,1.2733523,1.7435292,-0.009338478,0.8862038,0.5689187,0,1.1701835,0.14543325,0.101739506
94,91.69222723,24.19302361,91.69223177,24.19303518,909.9639,60.972942,1767.755,95.51986,18.281445,0.05868153,1978.6108,162.51768,185.461,16,0.76145345,0.79331166,0.10361842,1.1759174,-36.4548,0,1.0723343,0.06745499,54,91.6922556,24.19305605,91.69223114,24.19303578,909.75836,61.13581,1271.926,66.51782,18.638845,0.05679446,1838.139,143.14882,185.461,12,1.142154,1.3623408,0.20859705,0.9532052,-21.725853,0,1.1294178,0.11458802,0.149400791
95,91.69154384,24.24703667,91.69154286,24.24703599,568.61346,55.88775,1797.3593,94.291695,18.263412,0.056972906,2178.246,143.41885,162.8713,21,0.5757993,0.74244463,0.08413653,1.3294609,-13.394235,0,1.1532353,0.13287425,50,91.69152796,24.24704906,91.69154135,24.24703533,568.5355,55.796017,1450.1282,71.61196,18.496483,0.05363015,2325.9355,152.78712,162.8713,14,1.0247207,1.1076119,0.044011243,0.9905162,-13.983074,0,1.0450258,0.043085814,0.068577208
97,91.6918072,24.21421403,91.69180769,24.21421285,776.04834,58.101826,1359.084,86.033424,18.566883,0.06874652,1910.6433,177.75974,142.31139,22,0.6647196,0.79097617,0.17218669,1.2688863,-26.874556,0,1.1592134,0.13734609,52,91.69179293,24.2141993,91.69180757,24.21421286,776.14166,58.019897,896.4158,59.36044,19.018726,0.071914665,1904.0543,155.67802,142.31139,10,1.2205281,1.742992,0.077412985,0.906221,-4.2140713,0,1.1973933,0.1648525,0.070749214
100,91.69288776,24.22236418,91.69289766,24.22236384,724.5183,64.15686,2663.5876,107.68577,17.836332,0.043905724,3014.3162,149.85306,249.29628,28,0.5682525,0.53679883,-0.19743529,1.4864846,49.5259,0,1.2007339,0.16717595,53,91.69288822,24.22236243,91.69289765,24.22236382,724.5294,64.15951,2336.5652,90.09165,17.978556,0.04187323,2995.929,149.79169,249.29628,22,0.7258796,0.7520932,-0.1728491,1.2388486,40.688232,0,1.1261939,0.112053394,0.006487835
102,91.69794311,24.32068374,91.69793574,24.32067861,103.03548,91.180466,53792.355,326.89865,14.573198,0.006599673,53211.19,323.98755,3666.2925,187,0.20723386,0.18818203,-0.051504705,2.4235733,55.149834,3,1.1500249,0.13045359,59,91.69794828,24.32068479,91.69793557,24.32067838,103.028725,91.21021,51338.15,292.83966,14.623899,0.006194689,52130.285,306.43677,3666.2925,130,0.24684988,0.26476714,-0.01831594,2.028613,22.815199,3,1.0514003,0.04888749,0.017374947
