NUMBER_1,X_WORLD_1,Y_WORLD_1,XWIN_WORLD_1,YWIN_WORLD_1,X_IMAGE_1,Y_IMAGE_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO (V),MAGERR_ISO (V),FLUX_AUTO_1,FLUXERR_AUTO_1,FLUX_MAX_1,ISOAREA_IMAGE_1,CXX_IMAGE_1,CYY_IMAGE_1,CXY_IMAGE_1,A_IMAGE_1,THETA_IMAGE_1,FLAGS_1,ELONGATION_1,ELLIPTICITY_1,NUMBER_2,X_WORLD_2,Y_WORLD_2,XWIN_WORLD_2,YWIN_WORLD_2,X_IMAGE_2,Y_IMAGE_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO (B),MAGERR_ISO (B),FLUX_AUTO_2,FLUXERR_AUTO_2,FLUX_MAX_2,ISOAREA_IMAGE_2,CXX_IMAGE_2,CYY_IMAGE_2,CXY_IMAGE_2,A_IMAGE_2,THETA_IMAGE_2,FLAGS_2,ELONGATION_2,ELLIPTICITY_2,Separation
5786,91.87418021,24.03069773,91.87418297,24.03068505,1931.651,1114.6896,4792.023,129.91287,17.198702,0.029441716,5287.348,189.8055,388.8947,42,0.3959082,0.53460145,-0.051721998,1.5987358,10.225839,0,1.174028,0.14823163,2032,91.87418264,24.03070014,91.87418304,24.03068521,1931.6357,1114.7035,4271.536,110.24189,17.32354,0.028028019,5299.6724,182.78732,388.8947,30,0.55547774,0.6550084,-0.043849863,1.3473442,11.888339,0,1.0942757,0.08615357,0.011778369
5787,91.87102976,24.11250459,91.87104268,24.11253497,1414.7212,1094.1085,2350.892,99.84941,17.971918,0.046125665,2102.168,137.53743,239.38861,26,0.5523387,0.67658216,0.029055305,1.3475882,-6.5812616,3,1.1098256,0.09895748,1875,91.87103084,24.1125153,91.87103609,24.11253027,1414.6536,1094.1145,1967.125,81.83012,18.16542,0.04517634,2566.2915,119.953735,239.38861,18,0.8331869,0.9343943,-0.06138951,1.1012273,15.619906,0,1.0693682,0.06486839,0.038704181
5788,91.86962106,24.11064423,91.86961727,24.11068386,1426.5162,1086.0369,2598.9478,117.881744,17.863007,0.049258232,4387.434,259.6947,159.32828,35,0.2952448,0.49173987,-0.20896646,1.9997112,23.380888,3,1.4652746,0.31753403,3701,91.86962106,24.11064423,91.86962773,24.11070986,1426.5162,1086.0369,1990.0298,89.625305,18.152851,0.048910365,5866.5884,268.95337,159.32828,23,0.594318,0.80482686,-0.5162503,1.5415431,33.90804,1,1.5247508,0.34415513,0
5790,91.87335741,23.99044392,91.87335494,23.99042437,2186.0752,1111.1235,2039.6826,100.91653,18.126093,0.05373157,2469.063,141.67432,196.28688,22,0.51710165,0.6494885,0.0571349,1.3986354,-11.671916,0,1.1322814,0.11682737,3648,91.87335987,23.99043316,91.8733563,23.99042639,2186.143,1111.1381,1680.2927,76.7065,18.336536,0.049576633,2626.9873,161.27454,196.28688,16,0.7574142,1.1820154,0.07449395,1.1515026,-4.975478,0,1.2536358,0.20232016,0.039598497
5791,91.8738919,24.11958734,91.87389532,24.11958277,1369.882,1110.4104,1555.8082,72.34606,18.420109,0.050499685,1623.793,91.94907,540.2209,8,1.4617168,1.265445,0.025132094,0.88923365,-86.35156,3,1.0753913,0.07010585,1835,91.8738919,24.11958734,91.87389544,24.1195829,1369.882,1110.4104,1535.592,66.5249,18.43431,0.047047682,1658.1283,90.69864,540.2209,8,1.93076,1.3166414,0.27474162,0.881369,-77.948715,0,1.2339442,0.18959057,0
5792,91.86942007,24.07020576,91.8694299,24.0700734,1682.0901,1086.059,5882.1006,99.11089,16.976168,0.018298639,5346.877,121.675644,2861.5117,7,0.6235218,2.0499454,-0.21181454,1.2744268,4.2231636,0,1.8281544,0.45300025,1909,91.86942007,24.07020576,91.8694299,24.0700734,1682.0901,1086.059,5882.1006,99.11089,16.976168,0.018298639,5346.877,121.675644,2861.5117,7,0.6235218,2.0499454,-0.21181454,1.2744268,4.2231636,0,1.8281544,0.45300025,0
5794,91.87451129,24.06556902,91.87448791,24.06556025,1711.2577,1115.5739,2540.126,108.33045,17.887861,0.04631537,2845.4624,158.67279,251.72368,28,0.54486513,0.5366845,0.013007492,1.3696166,-61.083267,1,1.0143099,0.014108002,3643,91.87450363,24.06556699,91.87449058,24.06556098,1711.2708,1115.5297,2048.1104,83.903984,18.121616,0.044489656,3060.0972,180.96402,251.72368,18,0.7921254,0.90918404,0.014733213,1.1239051,-3.5868163,0,1.0719284,0.067101836,0.026216544
5795,91.87292955,24.07103148,91.87314783,24.07114218,1676.7777,1106.2858,12914.758,215.12968,16.122284,0.018090222,13496.259,287.8464,674.69037,101,0.264723,0.12146141,0.17147237,3.5056262,-64.939026,3,1.9354535,0.48332524,3663,91.87293455,24.07102843,91.87312423,24.07114205,1676.7969,1106.3147,11265.449,174.48308,16.270628,0.016820334,14956.974,332.1536,674.69037,73,0.387792,0.18441689,0.31467733,3.1819766,-61.437237,3,2.1894293,0.54326,0.019778261
5796,91.87424655,24.03261061,91.87425372,24.03261402,1919.5599,1115.0162,2662.8394,107.6823,17.836637,0.043916646,2922.4712,145.99039,212.04669,30,0.57908267,0.51501536,0.044320025,1.4028993,-72.66279,0,1.0739288,0.06883961,2038,91.87425498,24.0326043,91.8742535,24.03261351,1919.5996,1115.0651,2222.7258,84.93818,18.032785,0.041499883,3043.2163,165.76068,212.04669,19,0.81932545,0.8339251,0.22157145,1.1821295,-43.11507,0,1.1446843,0.12639672,0.035807102
5799,91.87433917,24.09190289,91.87430253,24.09189104,1544.834,1113.8053,6221.0127,127.29709,16.915346,0.022222208,7195.0356,169.5242,500.28436,37,0.5242552,0.4211163,0.005826269,1.5411375,-88.383415,3,1.1159552,0.10390675,1984,91.87433917,24.09190289,91.8743361,24.09188254,1544.834,1113.8053,5490.42,115.63805,17.050985,0.0228731,6991.2666,172.00461,500.28436,30,0.5210896,0.5415802,0.09091295,1.4363041,-38.649273,3,1.0919044,0.08416891,0
5800,91.87129946,24.06938368,91.87129068,24.06938678,1687.2355,1096.9279,7936.1826,170.1592,16.65097,0.023284858,8534.575,211.01622,526.2667,72,0.2677431,0.31843522,0.17127094,2.2152238,-36.756252,3,1.3698554,0.269996,3690,91.87129976,24.06938736,91.87129013,24.06938667,1687.2122,1096.9294,6703.0957,132.1923,16.83431,0.021417096,8333.842,209.28847,526.2667,41,0.44540977,0.50658286,0.002918936,1.4984322,-1.3659272,0,1.0665402,0.062388837,0.013295976
5802,91.87374837,24.08583859,91.87374638,24.0858404,1583.1758,1110.5751,3616.7644,108.449196,17.5042,0.032563865,4119.7974,150.90807,320.82184,30,0.6228158,0.4781793,-0.048415236,1.4521219,80.74634,3,1.1496183,0.13014603,2037,91.8737381,24.08585797,91.87374543,24.08583789,1583.0536,1110.5154,3490.321,101.59312,17.542835,0.03161031,5955.2095,221.45439,320.82184,26,0.7702187,0.52790964,-0.2965469,1.4783016,64.62616,3,1.3553221,0.26216805,0.077505315
5804,91.87348454,24.19401213,91.87349369,24.19401471,899.53253,1105.8727,1262.2137,85.46859,18.647167,0.07353658,1668.3826,167.15515,153.70209,18,0.66633976,0.8487154,-0.13302419,1.2454739,18.053444,0,1.1619645,0.1393885,1849,91.87349169,24.19400552,91.87349411,24.1940151,899.5741,1105.9141,994.91064,62.328815,18.905539,0.06803535,1578.2712,148.56241,153.70209,11,1.0632503,1.7971941,-0.44425902,0.99937135,15.59334,0,1.3626626,0.2661426,0.033427766
5805,91.87237773,24.03431176,91.87236268,24.03430764,1908.8589,1104.1793,8261.595,160.82333,16.60734,0.021140488,8867.115,206.14525,710.10486,59,0.39652267,0.3354287,0.050021403,1.750093,-70.345345,2,1.1143785,0.10263878,3608,91.8723749,24.03430411,91.87236292,24.03430767,1908.9073,1104.1632,7474.7207,137.01051,16.716013,0.019906217,9043.016,212.21754,710.10486,42,0.4978366,0.4670135,-0.016924107,1.4667184,75.615005,0,1.0371337,0.035804212,0.029056467
5806,91.87277617,24.08529926,91.87277003,24.08530004,1586.6104,1104.9817,14093.379,196.95049,16.027462,0.015176505,14223.022,230.44797,731.88513,80,0.2669473,0.25500178,0.07463726,2.116759,-49.54647,3,1.1570138,0.13570607,3732,91.87277341,24.08530606,91.87277018,24.08530001,1586.5675,1104.9656,12964.54,171.03645,16.118107,0.014327202,14334.322,234.081,731.88513,61,0.35112226,0.3029684,0.07310867,1.878869,-61.685673,3,1.1441319,0.1259749,0.026102776
5807,91.87434711,24.0343297,91.87435784,24.03434577,1908.6927,1115.546,2563.4673,108.43813,17.87793,0.04593927,3006.1099,195.47687,216.13377,28,0.4980818,0.5607646,-0.131486,1.4799123,32.25583,0,1.148487,0.12928915,3737,91.87435895,24.03433485,91.87435945,24.03434776,1908.6598,1115.6143,2100.5037,85.76127,18.09419,0.044340193,2769.724,166.51895,216.13377,20,0.62949836,1.014536,-0.0954601,1.2662592,6.962123,0,1.2790875,0.2181927,0.043135971
5808,91.87389486,24.01480416,91.87390605,24.01482619,2032.1052,1113.5101,3058.206,115.344986,17.686333,0.040960174,3666.9465,197.15994,266.09717,38,0.40182632,0.5855401,0.007476968,1.5776908,-1.1652974,0,1.2073368,0.1717307,3666,91.87391885,24.01482278,91.87390613,24.01482881,2031.9868,1113.648,2466.6663,90.81084,17.919724,0.039981317,3428.431,170.8082,266.09717,22,0.69152784,0.80030525,-0.08364804,1.2150873,18.779848,0,1.0966301,0.08811551,0.103515629
5810,91.87398961,24.09259216,91.87400826,24.09259021,1540.4872,1111.7683,10907.938,168.8505,16.305643,0.016810842,11648.187,214.01492,817.9721,58,0.2752808,0.32426813,0.05817986,1.9546093,-24.951345,3,1.1360348,0.119745314,2025,91.87398961,24.09259216,91.8740077,24.09258343,1540.4872,1111.7683,10976.683,155.28334,16.298822,0.015363268,11964.52,203.44452,817.9721,50,0.3086396,0.4106612,0.054836463,1.8204767,-14.128983,3,1.1763759,0.14993155,0
5811,91.87454694,24.17525465,91.87453557,24.17525315,1018.05035,1112.5496,2458.32,105.49044,17.923403,0.046601996,2861.352,145.78091,244.68204,30,0.5393491,0.57717186,0.029415363,1.3680632,-18.936375,0,1.043876,0.042031884,3659,91.87454015,24.17525041,91.87453573,24.17525313,1018.07733,1112.5105,2092.2085,85.7129,18.098488,0.044490885,2904.5037,157.1962,244.68204,20,0.73583174,0.871487,-0.09161162,1.17703,17.016096,0,1.1076005,0.097147346,0.027021711
5812,91.8748741,24.27313222,91.87485924,24.27313271,399.4584,1111.5521,1686.2673,90.85364,18.332684,0.058512103,1884.9469,144.22594,161.27893,20,0.7370788,0.6630297,0.013758583,1.2286867,-84.73714,0,1.0553213,0.05242133,3654,91.87484999,24.27313773,91.87485967,24.27313295,399.42422,1111.413,1348.2411,69.01928,18.57558,0.05559461,1945.18,145.34125,161.27893,13,1.164456,1.1948891,-0.25544047,0.9754129,41.60291,0,1.1156847,0.10368949,0.081578505
5814,91.8725234,24.08361026,91.87250988,24.08360661,1597.2916,1103.5729,9631.1045,160.997,16.44081,0.018153965,10076.202,189.963,793.7733,57,0.3604938,0.40633458,0.010803522,1.6669772,-6.6305985,3,1.063425,0.059642136,3676,91.8725234,24.08361026,91.87251002,24.08360656,1597.2916,1103.5729,9067.958,145.44171,16.506226,0.017418442,10158.141,199.61469,793.7733,46,0.41990766,0.4834229,0.007529449,1.5436119,-3.3803046,3,1.0734988,0.06846666,0
5815,91.87341701,23.88624816,91.87341879,23.88623641,2844.589,1114.5306,2560.2273,104.725426,17.879303,0.044422545,2805.7788,144.68509,206.88347,28,0.5592041,0.57670593,-0.057167232,1.3632764,36.488987,0,1.0540941,0.05131805,1891,91.87342341,23.8862326,91.87341866,23.88623634,2844.6873,1114.5681,2231.9602,88.02941,18.028284,0.042832278,2786.4438,130.28267,206.88347,21,0.79430056,0.721503,-0.08469043,1.1934713,65.34072,0,1.0766016,0.071151316,0.05983639
5816,91.87514193,24.31490784,91.87512232,24.31489936,135.42879,1111.8638,1235.7955,85.313896,18.670134,0.07497267,1591.4557,149.48813,124.879974,17,0.7114733,0.6919211,-0.053633973,1.2188292,55.014606,0,1.0415397,0.0398829,3665,91.87509003,24.31489906,91.87512319,24.31489791,135.4857,1111.5652,933.75726,63.92537,18.974415,0.074347965,1673.8616,147.10857,124.879974,12,1.2278237,1.2168317,0.00560878,0.90678656,-76.483345,0,1.0050607,0.005035162,0.173154749
5820,91.87348607,24.09473813,91.87345594,24.09471754,1526.9384,1108.8,5242.384,140.32903,17.101177,0.029070234,5798.174,191.14642,310.69943,51,0.33090186,0.34868062,0.18839698,2.019587,-42.30452,3,1.3311027,0.24874324,3668,91.87348607,24.09473813,91.87346031,24.09472753,1526.9384,1108.8,4939.7837,126.38915,17.16573,0.027786363,6127.656,194.04796,310.69943,42,0.41604057,0.41968673,0.29470268,1.9227177,-44.645576,3,1.4455286,0.30821157,0
5821,91.87206298,24.09805528,91.87204037,24.09805163,1506.0123,1100.4926,15129.724,185.9337,15.950422,0.013346179,15700.687,214.88774,1192.1482,67,0.3407745,0.32810932,0.05035492,1.8004717,-52.059036,3,1.0808883,0.074835,1839,91.87206614,24.09806097,91.87204263,24.09805245,1505.9762,1100.5106,15039.1,178.47542,15.956945,0.012888026,16566.67,243.16261,1192.1482,62,0.36664602,0.3262517,0.017044881,1.7553933,-78.56104,3,1.0654101,0.061394334,0.022979709
5822,91.87414105,24.3081005,91.87411384,24.30809194,178.47826,1106.2997,133380.19,435.43454,13.587272,0.003545369,130815.66,411.307,10462.63,205,0.28032514,0.24723032,0.01770963,2.0202634,-75.92398,0,1.073871,0.06878942,3664,91.87413649,24.3081012,91.87411359,24.30809173,178.47392,1106.2734,131052.14,412.55075,13.606389,0.003418717,129952.34,404.77625,10462.63,148,0.31387466,0.28155577,0.017063333,1.8917089,-76.083694,0,1.0633837,0.059605718,0.015145577
5823,91.87241297,24.09411597,91.87248113,24.0940011,1530.8992,1102.6273,12572.068,193.0497,16.151484,0.016676012,13084.996,248.90114,732.3146,85,0.17200026,0.31011745,-0.1955595,2.8706372,27.383854,3,1.7242155,0.42002606,2033,91.87249354,24.0939945,91.87249201,24.09397504,1531.6647,1103.0957,9646.705,153.52885,16.439053,0.017283864,10824.997,219.38982,732.3146,51,0.34597918,0.38676712,-0.100854345,1.7903498,33.990196,3,1.1613399,0.13892561,0.511216101
5824,91.87237598,24.0965346,91.87233052,24.0967655,1515.6145,1102.3429,7091.127,177.55145,16.77321,0.027191853,8138.3237,273.6245,370.09778,82,0.0962735,0.3536233,-0.109040484,3.4259486,11.481316,3,2.0689356,0.51665974,1837,91.87231507,24.09678147,91.8723218,24.09677118,1514.0559,1101.9844,4248.8687,117.076706,17.329317,0.029924508,5715.545,216.10318,370.09778,36,0.41714716,0.5209118,0.057550848,1.5623063,-14.506999,3,1.1356124,0.11941779,0.91100173
5825,91.87329182,24.09773706,91.87330973,24.09773787,1507.9905,1107.5913,6528.4556,139.29092,16.862974,0.023170862,6900.5405,178.49196,529.77167,46,0.3870003,0.4188367,-0.025992071,1.6171813,19.614552,3,1.0523715,0.04976523,1838,91.87329182,24.09773706,91.87331046,24.09773599,1507.9905,1107.5913,6161.287,128.09195,16.925821,0.022577727,6936.3555,173.36702,529.77167,38,0.46787038,0.4551698,0.085334316,1.5460125,-49.232685,3,1.0982754,0.08948159,0
5826,91.87374679,24.16120273,91.87373767,24.16118121,1106.8792,1108.3494,2353.8228,99.86409,17.970566,0.04607501,2696.0068,137.78583,242.15771,27,0.65217686,0.59597194,-0.09000011,1.3233486,60.99236,0,1.0889548,0.081688285,1845,91.87372685,24.16119508,91.87373775,24.16118144,1106.9281,1108.2346,2020.9364,83.74189,18.136118,0.04500077,2740.0498,153.28175,242.15771,19,0.8598971,0.8631257,-0.2444711,1.163054,44.621685,0,1.1535699,0.13312578,0.071043849
5827,91.87334878,24.11503057,91.87333166,24.11502342,1398.6951,1107.4115,4181.8564,126.50875,17.346577,0.032853473,4588.996,183.71562,383.8491,38,0.44828686,0.47674876,0.04237091,1.5127288,-28.054737,3,1.0567895,0.0537377,1844,91.87335012,24.11502588,91.8733321,24.11502377,1398.7247,1107.4194,3737.568,106.56727,17.468527,0.030964533,4713.3604,196.48112,383.8491,29,0.5973614,0.6378545,0.05206184,1.3078544,-26.0623,0,1.0549009,0.052043676,0.017470705
5829,91.87275496,24.14707259,91.87274145,24.14708197,1196.2075,1103.0452,29850.234,241.8413,15.21263,0.008798579,30035.154,253.35619,2454.1667,97,0.31040552,0.29011932,-0.008343729,1.859215,78.8213,3,1.0372186,0.03588313,1919,91.87275494,24.14707507,91.87274135,24.14708197,1196.1918,1103.045,28998.715,224.23071,15.244053,0.008397426,29764.816,242.74936,2454.1667,80,0.34536156,0.34383342,0.029134514,1.7407496,-46.50124,3,1.0432664,0.041472077,0.008945358
5831,91.87302087,23.99859434,91.87300612,23.9985991,2134.574,1108.9409,4678.7017,125.35204,17.224686,0.029096175,5018.499,175.401,407.0877,40,0.49750176,0.4824777,-0.001996827,1.4397633,86.21464,0,1.0155873,0.015348077,3669,91.87301138,23.99860319,91.87300612,23.9985991,2134.5183,1108.8857,4280.9243,109.08684,17.321156,0.027673535,5007.814,170.04633,407.0877,29,0.62575734,0.6094676,-0.010163737,1.28246,74.01923,0,1.0156667,0.015425086,0.044615324
5832,91.87251404,24.1455571,91.87249602,24.14554867,1205.7917,1101.7003,40255.418,274.22217,14.8879385,0.007397893,40347.5,280.54465,2990.4365,122,0.29195356,0.25473967,-0.02461568,1.9958633,73.25839,3,1.0852356,0.0785411,3673,91.87251404,24.1455571,91.8724957,24.1455485,1205.7917,1101.7003,38929.74,252.76189,14.924296,0.007051149,39732.973,266.94556,2990.4365,95,0.32307976,0.31712207,-0.008867126,1.7824221,61.94833,3,1.0168281,0.016549587,0
5833,91.87150069,24.11447799,91.87145073,24.11429317,1402.2369,1096.7673,4848.4097,145.38686,17.186,0.032565344,5026.32,211.4184,366.70416,51,0.15235879,0.49319237,0.18623498,2.788797,-14.3263235,3,2.005169,0.5012889,1863,91.87144187,24.11426515,91.87143227,24.11425478,1403.5836,1096.4342,3458.1128,105.24793,17.552902,0.033052493,4215.4453,166.12627,366.70416,29,0.46229416,0.7380273,0.16221215,1.5072032,-15.234023,2,1.3140488,0.23899323,0.790216361
5834,91.87292056,24.05885137,91.87291804,24.05885955,1753.7555,1106.5917,5378.4707,143.58446,17.073353,0.028992018,6383.298,226.51535,398.62473,53,0.33235058,0.3820977,-0.19097881,1.9666594,37.69988,2,1.3278956,0.24692875,1846,91.87291396,24.05884296,91.87291229,24.05883059,1753.8088,1106.5538,5627.916,133.09113,17.02413,0.025682146,7488.038,241.77802,398.62473,33,0.46316478,0.6089829,-0.015537888,1.4700288,3.0411465,2,1.1475604,0.12858611,0.037253107
5836,91.87260122,24.05193396,91.87258315,24.05191625,1797.4817,1104.9519,10592.437,167.12947,16.33751,0.017135113,11018.931,195.13986,847.317,57,0.37429383,0.3936473,0.009941306,1.6371638,-13.594105,0,1.0287452,0.027942002,3670,91.87259589,24.05192449,91.87258314,24.05191624,1797.5417,1104.9214,9976.807,147.64624,16.402521,0.016071657,11039.067,194.51729,847.317,45,0.43828076,0.5013756,0.02986223,1.5163255,-12.663892,0,1.0772642,0.07172263,0.038343599
5842,91.8657986,23.88612712,91.86577958,23.88614126,2845.5576,1070.5099,19785.537,205.86368,15.65913,0.011299565,20124.719,224.36142,1410.514,79,0.33950475,0.33955044,0.017084055,1.738183,-44.923347,0,1.0254834,0.02485007,3697,91.86579995,23.88612529,91.86577943,23.8861414,2845.569,1070.5177,19044.957,187.97308,15.70055,0.010718783,19849.955,213.53445,1410.514,62,0.38500547,0.39483744,0.017799228,1.6227388,-30.542284,0,1.0264237,0.025743484,0.007954736
5843,91.87215212,24.05639415,91.87214476,24.05643986,1769.3055,1102.2292,3618.5156,124.262314,17.503674,0.037293985,4177.7495,205.60355,302.4819,40,0.3241523,0.53034794,0.00540444,1.756504,-0.7506966,0,1.2792165,0.21827155,3681,91.8721361,24.05643598,91.87214347,24.05644089,1769.0416,1102.1355,2797.1494,92.61259,17.78321,0.03595706,3973.8323,172.39734,302.4819,22,0.7140678,0.776324,-0.14337389,1.2243999,33.264217,0,1.1110034,0.09991276,0.159529388
5844,91.87210537,24.04852307,91.87204389,24.04854313,1819.0516,1102.1903,9610.218,181.63895,16.443167,0.020526059,9589.067,230.08395,746.00635,63,0.38143286,0.25907362,-0.14845328,2.112588,64.74814,0,1.3633043,0.26648802,1851,91.87205996,24.04854205,91.87204283,24.04854275,1818.9329,1101.9277,7937.4814,139.63297,16.650793,0.019104473,9117.892,200.29826,746.00635,41,0.49389356,0.45034227,-0.029659526,1.4977646,72.87208,0,1.0574511,0.054329872,0.164171066
5850,91.87153687,24.08249642,91.87141807,24.08248302,1604.3574,1097.9135,10014.614,179.11862,16.398415,0.019423896,10370.607,230.6398,563.42957,76,0.3124623,0.17724046,0.011480221,2.376932,-87.57364,3,1.3291821,0.24765772,1848,91.87152999,24.08249681,91.87141802,24.0824832,1604.3551,1097.8738,9404.443,160.29152,16.466667,0.018510036,10464.29,231.97812,563.42957,61,0.3979838,0.19794811,0.023392867,2.251507,-86.66496,2,1.4216005,0.2965675,0.022644386
5854,91.87164123,24.13843701,91.87155565,24.13845976,1250.8136,1096.8756,56236.8,326.2165,14.524948,0.006299631,55483.605,330.66925,3661.0042,170,0.24099956,0.15736127,-0.08919276,2.6914818,66.57963,0,1.3732281,0.2717889,3672,91.87162536,24.13843813,91.87155543,24.13845949,1250.807,1096.784,56513.39,313.50693,14.519621,0.006024564,54663.273,315.57755,3661.0042,134,0.27739638,0.1951787,-0.11292381,2.4511151,63.028828,0,1.3561765,0.26263285,0.052275339
5855,91.87169233,24.15535377,91.87168722,24.15535496,1143.8993,1096.6743,6202.841,142.79346,16.918524,0.02500043,7016.755,196.99348,558.94214,44,0.41729486,0.43549943,-0.06174758,1.5927091,36.786655,0,1.0785649,0.072842,1860,91.87168406,24.15535896,91.87168723,24.15535496,1143.8668,1096.6265,5707.526,122.07738,17.00888,0.023228284,6973.1895,188.00917,558.94214,35,0.5735088,0.5414882,-0.074137814,1.3906069,56.679928,0,1.0752522,0.06998563,0.032956376
5856,91.8726962,24.17423946,91.8726844,24.17422939,1024.516,1101.9086,2851.8755,112.12799,17.762173,0.042698566,3244.12,165.57411,269.5657,32,0.5958628,0.4711913,-0.11765688,1.4943441,68.32903,0,1.1759254,0.14960593,3682,91.87268654,24.17422887,91.8726842,24.17422895,1024.5831,1101.8533,2237.8447,85.02713,18.025425,0.041262675,3196.8657,162.22401,269.5657,19,1.0252881,0.7358431,-0.17148134,1.1848214,74.67771,0,1.2133751,0.17585254,0.049588834
5857,91.97644659,24.10639753,91.97642681,24.10640692,1450.2706,1702.412,10468.371,171.4192,16.350302,0.017783212,10394.946,190.80011,923.1531,58,0.35185155,0.42579278,-0.07867863,1.7281575,23.38896,0,1.1499814,0.13042068,2904,91.97642794,24.10640892,91.97642672,24.10640694,1450.1992,1702.3041,9341.137,141.81976,16.474,0.016487958,10356.514,187.22346,923.1531,40,0.50994,0.512817,-0.07667468,1.453995,43.925556,0,1.0780594,0.072407365,0.073717855
5860,91.87157821,24.05333905,91.87155663,24.05333709,1788.629,1099.0067,5574.7925,137.74522,17.034428,0.026833521,5787.987,172.32506,453.63638,49,0.40090963,0.43436894,0.06969807,1.6243901,-32.178085,0,1.0972704,0.088647604,1854,91.87157626,24.05333267,91.87155661,24.05333709,1788.6693,1098.9956,4924.261,116.594055,17.169147,0.025713734,5804.1436,173.13234,453.63638,33,0.54497015,0.5564527,0.083316244,1.4021239,-41.07651,0,1.0795109,0.07365465,0.023831714
5861,91.8733714,24.22334762,91.87336171,24.22334863,714.1364,1104.3582,1795.559,97.02872,18.2645,0.05868545,2107.3423,170.78635,174.83672,25,0.5928001,0.6055904,-0.13426009,1.371329,42.27906,0,1.1196539,0.106866896,1852,91.87337794,24.22333258,91.87336204,24.22334854,714.2313,1104.3962,1292.0878,70.49988,18.621769,0.05925516,2089.6057,156.27283,174.83672,14,1.0876441,1.0458623,-0.121255435,0.998689,54.506355,0,1.0620339,0.058410466,0.058253616
5863,91.87358032,24.28216746,91.87356018,24.28217344,342.39038,1103.8326,6666.191,139.78447,16.840305,0.022772515,6953.3027,171.1283,579.7069,41,0.48079276,0.44345522,-0.013751958,1.5037522,79.89026,0,1.0440186,0.042162716,1850,91.87356711,24.28217084,91.87356006,24.28217342,342.36935,1103.7563,6283.6846,124.41481,16.904463,0.02150243,6884.0977,167.03912,579.7069,35,0.60209745,0.52470964,0.021019353,1.3823608,-82.40222,0,1.0738901,0.06880599,0.045029919
5864,91.87059415,24.02928506,91.87057713,24.02921599,1940.6752,1094.0316,12705.595,203.32875,16.140013,0.017379353,12988.835,245.51836,801.44836,87,0.18516187,0.31987688,-0.085514024,2.4060633,16.203226,0,1.3869897,0.2790141,3685,91.87057598,24.02925608,91.87057679,24.02921591,1940.8588,1093.9276,10988.474,161.94598,16.297657,0.016005257,12868.186,229.21518,801.44836,57,0.26080936,0.47185472,-0.12836954,2.0293453,15.655149,0,1.4203126,0.29592967,0.120227391
5865,91.86671001,24.11589537,91.86669144,24.1158945,1393.4069,1069.0914,7801.0894,154.36092,16.669611,0.021488788,8007.503,190.0501,589.6555,56,0.33571282,0.40027082,-0.05277921,1.7506227,19.633808,3,1.1205151,0.10755336,1946,91.86671001,24.11589537,91.86669224,24.11589492,1393.4069,1069.0914,6965.1953,129.17432,16.792665,0.020140614,8139.671,200.47961,589.6555,36,0.538879,0.52188,0.004836639,1.384698,-82.0588,0,1.0168024,0.016524792,0
5866,91.87112692,24.03745345,91.87109948,24.03744898,1889.0371,1096.8676,44013.39,283.31854,14.791038,0.006990689,43900.07,283.58206,3373.933,125,0.28664717,0.26841155,0.022157427,1.9492729,-64.727234,0,1.0531083,0.05043,3677,91.87111926,24.03745544,91.87109927,24.03744894,1889.0248,1096.8234,42731.445,261.68387,14.823131,0.006650575,43356.69,273.1683,3373.933,98,0.32082778,0.32296854,0.015057169,1.7837421,-40.954098,0,1.0239091,0.023350775,0.026182241
5867,91.87287555,24.24026416,91.87288307,24.24026381,607.2377,1101.0034,1369.0087,89.09054,18.558985,0.07067327,2146.3818,195.96524,128.31514,21,0.6099831,0.6300086,-0.1570315,1.3597652,41.36629,0,1.1369681,0.12046784,1857,91.87287888,24.24024582,91.87288205,24.24026312,607.35345,1101.0231,888.9477,61.472908,19.02781,0.07509956,2122.07,175.38258,128.31514,11,1.0814447,1.6987076,-0.42870906,0.9929216,17.390615,0,1.3194443,0.24210519,0.066903868
5870,91.86950909,23.90085575,91.869504,23.90087311,2752.3735,1091.5212,3075.2632,110.77285,17.680294,0.03911838,3455.6016,158.11078,262.18872,31,0.526358,0.5181352,-0.019168086,1.3977911,56.60932,0,1.0201724,0.019773424,3684,91.86950233,23.90087886,91.86950397,23.90087318,2752.2278,1091.4814,2764.1274,96.60353,17.796104,0.03795463,3459.2915,160.5954,262.18872,25,0.6564115,0.67677283,0.027167674,1.2407132,-26.57481,0,1.0257988,0.025149941,0.086137567
5872,91.87016812,23.91465199,91.87015492,23.91465075,2665.1638,1094.9255,1616.627,87.51739,18.378475,0.058791474,1930.9482,166.36694,148.12383,22,0.6987697,0.7285599,0.015347868,1.1978762,-13.628726,0,1.0237607,0.023209214,3696,91.87014512,23.91465319,91.87015483,23.9146508,2665.1567,1094.7926,1244.724,68.26525,18.662317,0.059560243,1919.1466,140.6571,148.12383,13,0.8994278,1.4402308,0.19416714,1.0644759,-9.874954,0,1.2849467,0.22175759,0.075828463
